entry_ID,dustbin_id,location,filled_capacity,date,time,day_of_week
46,4,Goregaon East,10,2023-07-01,17:00,Saturday
47,4,Goregaon East,10,2023-07-01,18:00,Saturday
48,4,Goregaon East,10,2023-07-01,19:00,Saturday
49,5,Andheri West,4,2023-07-01,8:00,Saturday
50,5,Andheri West,5,2023-07-01,9:00,Saturday
51,5,Andheri West,3,2023-07-01,10:00,Saturday
52,5,Andheri West,8,2023-07-01,11:00,Saturday
53,5,Andheri West,7,2023-07-01,12:00,Saturday
54,5,Andheri West,7,2023-07-01,13:00,Saturday
55,5,Andheri West,8,2023-07-01,14:00,Saturday
56,5,Andheri West,7,2023-07-01,15:00,Saturday
57,5,Andheri West,9,2023-07-01,16:00,Saturday
58,5,Andheri West,9,2023-07-01,17:00,Saturday
59,5,Andheri West,7,2023-07-01,18:00,Saturday
60,5,Andheri West,9,2023-07-01,19:00,Saturday
61,6,Pathanwadi,4,2023-07-01,8:00,Saturday
62,6,Pathanwadi,7,2023-07-01,9:00,Saturday
63,6,Pathanwadi,7,2023-07-01,10:00,Saturday
64,6,Pathanwadi,7,2023-07-01,11:00,Saturday
65,6,Pathanwadi,7,2023-07-01,12:00,Saturday
66,6,Pathanwadi,9,2023-07-01,13:00,Saturday
67,6,Pathanwadi,9,2023-07-01,14:00,Saturday
68,6,Pathanwadi,8,2023-07-01,15:00,Saturday
69,6,Pathanwadi,7,2023-07-01,16:00,Saturday
70,6,Pathanwadi,9,2023-07-01,17:00,Saturday
71,6,Pathanwadi,7,2023-07-01,18:00,Saturday
72,6,Pathanwadi,8,2023-07-01,19:00,Saturday
73,1,Thane,4,2023-07-02,8:00,Sunday
74,1,Thane,6,2023-07-02,9:00,Sunday
75,1,Thane,8,2023-07-02,10:00,Sunday
76,1,Thane,10,2023-07-02,11:00,Sunday
77,1,Thane,10,2023-07-02,12:00,Sunday
78,1,Thane,10,2023-07-02,13:00,Sunday
79,1,Thane,10,2023-07-02,14:00,Sunday
80,1,Thane,10,2023-07-02,15:00,Sunday
81,1,Thane,10,2023-07-02,16:00,Sunday
82,1,Thane,10,2023-07-02,17:00,Sunday
83,1,Thane,10,2023-07-02,18:00,Sunday
84,1,Thane,10,2023-07-02,19:00,Sunday
85,2,Malad East,4,2023-07-02,8:00,Sunday
86,2,Malad East,7,2023-07-02,9:00,Sunday
87,2,Malad East,8,2023-07-02,10:00,Sunday
88,2,Malad East,10,2023-07-02,11:00,Sunday
89,2,Malad East,10,2023-07-02,12:00,Sunday
90,2,Malad East,9,2023-07-02,13:00,Sunday
91,2,Malad East,7,2023-07-02,14:00,Sunday
92,2,Malad East,8,2023-07-02,15:00,Sunday
93,2,Malad East,9,2023-07-02,16:00,Sunday
94,2,Malad East,9,2023-07-02,17:00,Sunday
95,2,Malad East,9,2023-07-02,18:00,Sunday
96,2,Malad East,9,2023-07-02,19:00,Sunday
97,3,Kandivali,4,2023-07-02,8:00,Sunday
98,3,Kandivali,6,2023-07-02,9:00,Sunday
99,3,Kandivali,8,2023-07-02,10:00,Sunday
100,3,Kandivali,9,2023-07-02,11:00,Sunday
101,3,Kandivali,8,2023-07-02,12:00,Sunday
102,3,Kandivali,9,2023-07-02,13:00,Sunday
103,3,Kandivali,9,2023-07-02,14:00,Sunday
104,3,Kandivali,8,2023-07-02,15:00,Sunday
105,3,Kandivali,7,2023-07-02,16:00,Sunday
106,3,Kandivali,8,2023-07-02,17:00,Sunday
107,3,Kandivali,7,2023-07-02,18:00,Sunday
108,3,Kandivali,9,2023-07-02,19:00,Sunday
109,4,Goregaon East,4,2023-07-02,8:00,Sunday
110,4,Goregaon East,5,2023-07-02,9:00,Sunday
111,4,Goregaon East,7,2023-07-02,10:00,Sunday
112,4,Goregaon East,8,2023-07-02,11:00,Sunday
113,4,Goregaon East,9,2023-07-02,12:00,Sunday
114,4,Goregaon East,9,2023-07-02,13:00,Sunday
115,4,Goregaon East,8,2023-07-02,14:00,Sunday
116,4,Goregaon East,8,2023-07-02,15:00,Sunday
117,4,Goregaon East,8,2023-07-02,16:00,Sunday
118,4,Goregaon East,9,2023-07-02,17:00,Sunday
119,4,Goregaon East,7,2023-07-02,18:00,Sunday
120,4,Goregaon East,8,2023-07-02,19:00,Sunday
121,5,Andheri West,3,2023-07-02,8:00,Sunday
122,5,Andheri West,4,2023-07-02,9:00,Sunday
123,5,Andheri West,5,2023-07-02,10:00,Sunday
124,5,Andheri West,8,2023-07-02,11:00,Sunday
125,5,Andheri West,10,2023-07-02,12:00,Sunday
126,5,Andheri West,9,2023-07-02,13:00,Sunday
127,5,Andheri West,9,2023-07-02,14:00,Sunday
128,5,Andheri West,9,2023-07-02,15:00,Sunday
129,5,Andheri West,9,2023-07-02,16:00,Sunday
130,5,Andheri West,7,2023-07-02,17:00,Sunday
131,5,Andheri West,8,2023-07-02,18:00,Sunday
132,5,Andheri West,9,2023-07-02,19:00,Sunday
133,6,Pathanwadi,3,2023-07-02,8:00,Sunday
134,6,Pathanwadi,4,2023-07-02,9:00,Sunday
135,6,Pathanwadi,5,2023-07-02,10:00,Sunday
136,6,Pathanwadi,6,2023-07-02,11:00,Sunday
137,6,Pathanwadi,8,2023-07-02,12:00,Sunday
138,6,Pathanwadi,7,2023-07-02,13:00,Sunday
139,6,Pathanwadi,7,2023-07-02,14:00,Sunday
140,6,Pathanwadi,8,2023-07-02,15:00,Sunday
141,6,Pathanwadi,8,2023-07-02,16:00,Sunday
142,6,Pathanwadi,9,2023-07-02,17:00,Sunday
143,6,Pathanwadi,7,2023-07-02,18:00,Sunday
144,6,Pathanwadi,9,2023-07-02,19:00,Sunday
145,1,Thane,3,2023-07-03,8:00,Monday
146,1,Thane,6,2023-07-03,9:00,Monday
147,1,Thane,7,2023-07-03,10:00,Monday
148,1,Thane,8,2023-07-03,11:00,Monday
149,1,Thane,8,2023-07-03,12:00,Monday
150,1,Thane,8,2023-07-03,13:00,Monday
151,1,Thane,8,2023-07-03,14:00,Monday
152,1,Thane,8,2023-07-03,15:00,Monday
153,1,Thane,7,2023-07-03,16:00,Monday
154,1,Thane,9,2023-07-03,17:00,Monday
155,1,Thane,7,2023-07-03,18:00,Monday
156,1,Thane,8,2023-07-03,19:00,Monday
157,2,Malad East,2,2023-07-03,8:00,Monday
158,2,Malad East,4,2023-07-03,9:00,Monday
159,2,Malad East,7,2023-07-03,10:00,Monday
160,2,Malad East,9,2023-07-03,11:00,Monday
161,2,Malad East,10,2023-07-03,12:00,Monday
162,2,Malad East,9,2023-07-03,13:00,Monday
163,2,Malad East,8,2023-07-03,14:00,Monday
164,2,Malad East,9,2023-07-03,15:00,Monday
165,2,Malad East,9,2023-07-03,16:00,Monday
166,2,Malad East,9,2023-07-03,17:00,Monday
167,2,Malad East,7,2023-07-03,18:00,Monday
168,2,Malad East,9,2023-07-03,19:00,Monday
169,3,Kandivali,3,2023-07-03,8:00,Monday
170,3,Kandivali,5,2023-07-03,9:00,Monday
171,3,Kandivali,6,2023-07-03,10:00,Monday
172,3,Kandivali,7,2023-07-03,11:00,Monday
173,3,Kandivali,7,2023-07-03,12:00,Monday
174,3,Kandivali,8,2023-07-03,13:00,Monday
175,3,Kandivali,7,2023-07-03,14:00,Monday
176,3,Kandivali,8,2023-07-03,15:00,Monday
177,3,Kandivali,7,2023-07-03,16:00,Monday
178,3,Kandivali,7,2023-07-03,17:00,Monday
179,3,Kandivali,9,2023-07-03,18:00,Monday
180,3,Kandivali,9,2023-07-03,19:00,Monday
181,4,Goregaon East,4,2023-07-03,8:00,Monday
182,4,Goregaon East,7,2023-07-03,9:00,Monday
183,4,Goregaon East,9,2023-07-03,10:00,Monday
184,4,Goregaon East,10,2023-07-03,11:00,Monday
185,4,Goregaon East,9,2023-07-03,12:00,Monday
186,4,Goregaon East,8,2023-07-03,13:00,Monday
187,4,Goregaon East,7,2023-07-03,14:00,Monday
188,4,Goregaon East,8,2023-07-03,15:00,Monday
189,4,Goregaon East,9,2023-07-03,16:00,Monday
190,4,Goregaon East,8,2023-07-03,17:00,Monday
191,4,Goregaon East,7,2023-07-03,18:00,Monday
192,4,Goregaon East,8,2023-07-03,19:00,Monday
193,5,Andheri West,4,2023-07-03,8:00,Monday
194,5,Andheri West,7,2023-07-03,9:00,Monday
195,5,Andheri West,10,2023-07-03,10:00,Monday
196,5,Andheri West,8,2023-07-03,11:00,Monday
197,5,Andheri West,8,2023-07-03,12:00,Monday
198,5,Andheri West,7,2023-07-03,13:00,Monday
199,5,Andheri West,9,2023-07-03,14:00,Monday
200,5,Andheri West,7,2023-07-03,15:00,Monday
201,5,Andheri West,7,2023-07-03,16:00,Monday
202,5,Andheri West,8,2023-07-03,17:00,Monday
203,5,Andheri West,8,2023-07-03,18:00,Monday
204,5,Andheri West,7,2023-07-03,19:00,Monday
205,6,Pathanwadi,4,2023-07-03,8:00,Monday
206,6,Pathanwadi,6,2023-07-03,9:00,Monday
207,6,Pathanwadi,6,2023-07-03,10:00,Monday
208,6,Pathanwadi,7,2023-07-03,11:00,Monday
209,6,Pathanwadi,9,2023-07-03,12:00,Monday
210,6,Pathanwadi,8,2023-07-03,13:00,Monday
211,6,Pathanwadi,7,2023-07-03,14:00,Monday
212,6,Pathanwadi,7,2023-07-03,15:00,Monday
213,6,Pathanwadi,9,2023-07-03,16:00,Monday
214,6,Pathanwadi,8,2023-07-03,17:00,Monday
215,6,Pathanwadi,9,2023-07-03,18:00,Monday
216,6,Pathanwadi,9,2023-07-03,19:00,Monday
217,1,Thane,2,2023-07-04,8:00,Tuesday
218,1,Thane,4,2023-07-04,9:00,Tuesday
219,1,Thane,5,2023-07-04,10:00,Tuesday
220,1,Thane,8,2023-07-04,11:00,Tuesday
221,1,Thane,8,2023-07-04,12:00,Tuesday
222,1,Thane,8,2023-07-04,13:00,Tuesday
223,1,Thane,9,2023-07-04,14:00,Tuesday
224,1,Thane,8,2023-07-04,15:00,Tuesday
225,1,Thane,9,2023-07-04,16:00,Tuesday
226,1,Thane,7,2023-07-04,17:00,Tuesday
227,1,Thane,7,2023-07-04,18:00,Tuesday
228,1,Thane,7,2023-07-04,19:00,Tuesday
229,2,Malad East,4,2023-07-04,8:00,Tuesday
230,2,Malad East,7,2023-07-04,9:00,Tuesday
231,2,Malad East,8,2023-07-04,10:00,Tuesday
232,2,Malad East,10,2023-07-04,11:00,Tuesday
233,2,Malad East,10,2023-07-04,12:00,Tuesday
234,2,Malad East,10,2023-07-04,13:00,Tuesday
235,2,Malad East,10,2023-07-04,14:00,Tuesday
236,2,Malad East,10,2023-07-04,15:00,Tuesday
237,2,Malad East,10,2023-07-04,16:00,Tuesday
238,2,Malad East,10,2023-07-04,17:00,Tuesday
239,2,Malad East,10,2023-07-04,18:00,Tuesday
240,2,Malad East,10,2023-07-04,19:00,Tuesday
241,3,Kandivali,3,2023-07-04,8:00,Tuesday
242,3,Kandivali,4,2023-07-04,9:00,Tuesday
243,3,Kandivali,5,2023-07-04,10:00,Tuesday
244,3,Kandivali,6,2023-07-04,11:00,Tuesday
245,3,Kandivali,6,2023-07-04,12:00,Tuesday
246,3,Kandivali,7,2023-07-04,13:00,Tuesday
247,3,Kandivali,8,2023-07-04,14:00,Tuesday
248,3,Kandivali,7,2023-07-04,15:00,Tuesday
249,3,Kandivali,9,2023-07-04,16:00,Tuesday
250,3,Kandivali,7,2023-07-04,17:00,Tuesday
251,3,Kandivali,7,2023-07-04,18:00,Tuesday
252,3,Kandivali,9,2023-07-04,19:00,Tuesday
253,4,Goregaon East,2,2023-07-04,8:00,Tuesday
254,4,Goregaon East,5,2023-07-04,9:00,Tuesday
255,4,Goregaon East,6,2023-07-04,10:00,Tuesday
256,4,Goregaon East,8,2023-07-04,11:00,Tuesday
257,4,Goregaon East,7,2023-07-04,12:00,Tuesday
258,4,Goregaon East,7,2023-07-04,13:00,Tuesday
259,4,Goregaon East,7,2023-07-04,14:00,Tuesday
260,4,Goregaon East,7,2023-07-04,15:00,Tuesday
261,4,Goregaon East,8,2023-07-04,16:00,Tuesday
262,4,Goregaon East,7,2023-07-04,17:00,Tuesday
263,4,Goregaon East,9,2023-07-04,18:00,Tuesday
264,4,Goregaon East,8,2023-07-04,19:00,Tuesday
265,5,Andheri West,3,2023-07-04,8:00,Tuesday
266,5,Andheri West,5,2023-07-04,9:00,Tuesday
267,5,Andheri West,8,2023-07-04,10:00,Tuesday
268,5,Andheri West,10,2023-07-04,11:00,Tuesday
269,5,Andheri West,10,2023-07-04,12:00,Tuesday
270,5,Andheri West,8,2023-07-04,13:00,Tuesday
271,5,Andheri West,9,2023-07-04,14:00,Tuesday
272,5,Andheri West,9,2023-07-04,15:00,Tuesday
273,5,Andheri West,9,2023-07-04,16:00,Tuesday
274,5,Andheri West,8,2023-07-04,17:00,Tuesday
275,5,Andheri West,8,2023-07-04,18:00,Tuesday
276,5,Andheri West,8,2023-07-04,19:00,Tuesday
277,6,Pathanwadi,4,2023-07-04,8:00,Tuesday
278,6,Pathanwadi,5,2023-07-04,9:00,Tuesday
279,6,Pathanwadi,6,2023-07-04,10:00,Tuesday
280,6,Pathanwadi,7,2023-07-04,11:00,Tuesday
281,6,Pathanwadi,9,2023-07-04,12:00,Tuesday
282,6,Pathanwadi,8,2023-07-04,13:00,Tuesday
283,6,Pathanwadi,8,2023-07-04,14:00,Tuesday
284,6,Pathanwadi,7,2023-07-04,15:00,Tuesday
285,6,Pathanwadi,8,2023-07-04,16:00,Tuesday
286,6,Pathanwadi,9,2023-07-04,17:00,Tuesday
287,6,Pathanwadi,9,2023-07-04,18:00,Tuesday
288,6,Pathanwadi,7,2023-07-04,19:00,Tuesday
289,1,Thane,4,2023-07-05,8:00,Wednesday
290,1,Thane,7,2023-07-05,9:00,Wednesday
291,1,Thane,10,2023-07-05,10:00,Wednesday
292,1,Thane,10,2023-07-05,11:00,Wednesday
293,1,Thane,10,2023-07-05,12:00,Wednesday
294,1,Thane,10,2023-07-05,13:00,Wednesday
295,1,Thane,10,2023-07-05,14:00,Wednesday
296,1,Thane,10,2023-07-05,15:00,Wednesday
297,1,Thane,10,2023-07-05,16:00,Wednesday
298,1,Thane,10,2023-07-05,17:00,Wednesday
299,1,Thane,10,2023-07-05,18:00,Wednesday
300,1,Thane,10,2023-07-05,19:00,Wednesday
301,2,Malad East,4,2023-07-05,8:00,Wednesday
302,2,Malad East,5,2023-07-05,9:00,Wednesday
303,2,Malad East,7,2023-07-05,10:00,Wednesday
304,2,Malad East,9,2023-07-05,11:00,Wednesday
305,2,Malad East,10,2023-07-05,12:00,Wednesday
306,2,Malad East,8,2023-07-05,13:00,Wednesday
307,2,Malad East,9,2023-07-05,14:00,Wednesday
308,2,Malad East,7,2023-07-05,15:00,Wednesday
309,2,Malad East,9,2023-07-05,16:00,Wednesday
310,2,Malad East,9,2023-07-05,17:00,Wednesday
311,2,Malad East,7,2023-07-05,18:00,Wednesday
312,2,Malad East,8,2023-07-05,19:00,Wednesday
313,3,Kandivali,2,2023-07-05,8:00,Wednesday
314,3,Kandivali,5,2023-07-05,9:00,Wednesday
315,3,Kandivali,5,2023-07-05,10:00,Wednesday
316,3,Kandivali,7,2023-07-05,11:00,Wednesday
317,3,Kandivali,9,2023-07-05,12:00,Wednesday
318,3,Kandivali,7,2023-07-05,13:00,Wednesday
319,3,Kandivali,8,2023-07-05,14:00,Wednesday
320,3,Kandivali,9,2023-07-05,15:00,Wednesday
321,3,Kandivali,9,2023-07-05,16:00,Wednesday
322,3,Kandivali,7,2023-07-05,17:00,Wednesday
323,3,Kandivali,7,2023-07-05,18:00,Wednesday
324,3,Kandivali,8,2023-07-05,19:00,Wednesday
325,4,Goregaon East,3,2023-07-05,8:00,Wednesday
326,4,Goregaon East,5,2023-07-05,9:00,Wednesday
327,4,Goregaon East,7,2023-07-05,10:00,Wednesday
328,4,Goregaon East,8,2023-07-05,11:00,Wednesday
329,4,Goregaon East,7,2023-07-05,12:00,Wednesday
330,4,Goregaon East,9,2023-07-05,13:00,Wednesday
331,4,Goregaon East,8,2023-07-05,14:00,Wednesday
332,4,Goregaon East,8,2023-07-05,15:00,Wednesday
333,4,Goregaon East,8,2023-07-05,16:00,Wednesday
334,4,Goregaon East,8,2023-07-05,17:00,Wednesday
335,4,Goregaon East,7,2023-07-05,18:00,Wednesday
336,4,Goregaon East,9,2023-07-05,19:00,Wednesday
337,5,Andheri West,2,2023-07-05,8:00,Wednesday
338,5,Andheri West,4,2023-07-05,9:00,Wednesday
339,5,Andheri West,4,2023-07-05,10:00,Wednesday
340,5,Andheri West,4,2023-07-05,11:00,Wednesday
341,5,Andheri West,7,2023-07-05,12:00,Wednesday
342,5,Andheri West,9,2023-07-05,13:00,Wednesday
343,5,Andheri West,8,2023-07-05,14:00,Wednesday
344,5,Andheri West,8,2023-07-05,15:00,Wednesday
345,5,Andheri West,7,2023-07-05,16:00,Wednesday
346,5,Andheri West,7,2023-07-05,17:00,Wednesday
347,5,Andheri West,7,2023-07-05,18:00,Wednesday
348,5,Andheri West,8,2023-07-05,19:00,Wednesday
349,6,Pathanwadi,5,2023-07-05,8:00,Wednesday
350,6,Pathanwadi,7,2023-07-05,9:00,Wednesday
351,6,Pathanwadi,10,2023-07-05,10:00,Wednesday
352,6,Pathanwadi,10,2023-07-05,11:00,Wednesday
353,6,Pathanwadi,8,2023-07-05,12:00,Wednesday
354,6,Pathanwadi,9,2023-07-05,13:00,Wednesday
355,6,Pathanwadi,8,2023-07-05,14:00,Wednesday
356,6,Pathanwadi,8,2023-07-05,15:00,Wednesday
357,6,Pathanwadi,7,2023-07-05,16:00,Wednesday
358,6,Pathanwadi,9,2023-07-05,17:00,Wednesday
359,6,Pathanwadi,9,2023-07-05,18:00,Wednesday
360,6,Pathanwadi,8,2023-07-05,19:00,Wednesday
361,1,Thane,2,2023-07-06,8:00,Thursday
362,1,Thane,5,2023-07-06,9:00,Thursday
363,1,Thane,6,2023-07-06,10:00,Thursday
364,1,Thane,8,2023-07-06,11:00,Thursday
365,1,Thane,10,2023-07-06,12:00,Thursday
366,1,Thane,8,2023-07-06,13:00,Thursday
367,1,Thane,9,2023-07-06,14:00,Thursday
368,1,Thane,9,2023-07-06,15:00,Thursday
369,1,Thane,9,2023-07-06,16:00,Thursday
370,1,Thane,9,2023-07-06,17:00,Thursday
371,1,Thane,7,2023-07-06,18:00,Thursday
372,1,Thane,9,2023-07-06,19:00,Thursday
373,2,Malad East,4,2023-07-06,8:00,Thursday
374,2,Malad East,6,2023-07-06,9:00,Thursday
375,2,Malad East,8,2023-07-06,10:00,Thursday
376,2,Malad East,8,2023-07-06,11:00,Thursday
377,2,Malad East,7,2023-07-06,12:00,Thursday
378,2,Malad East,8,2023-07-06,13:00,Thursday
379,2,Malad East,9,2023-07-06,14:00,Thursday
380,2,Malad East,8,2023-07-06,15:00,Thursday
381,2,Malad East,8,2023-07-06,16:00,Thursday
382,2,Malad East,7,2023-07-06,17:00,Thursday
383,2,Malad East,7,2023-07-06,18:00,Thursday
384,2,Malad East,7,2023-07-06,19:00,Thursday
385,3,Kandivali,3,2023-07-06,8:00,Thursday
386,3,Kandivali,5,2023-07-06,9:00,Thursday
387,3,Kandivali,5,2023-07-06,10:00,Thursday
388,3,Kandivali,8,2023-07-06,11:00,Thursday
389,3,Kandivali,8,2023-07-06,12:00,Thursday
390,3,Kandivali,8,2023-07-06,13:00,Thursday
391,3,Kandivali,9,2023-07-06,14:00,Thursday
392,3,Kandivali,7,2023-07-06,15:00,Thursday
393,3,Kandivali,8,2023-07-06,16:00,Thursday
394,3,Kandivali,7,2023-07-06,17:00,Thursday
395,3,Kandivali,7,2023-07-06,18:00,Thursday
396,3,Kandivali,8,2023-07-06,19:00,Thursday
397,4,Goregaon East,5,2023-07-06,8:00,Thursday
398,4,Goregaon East,6,2023-07-06,9:00,Thursday
399,4,Goregaon East,9,2023-07-06,10:00,Thursday
400,4,Goregaon East,10,2023-07-06,11:00,Thursday
401,4,Goregaon East,10,2023-07-06,12:00,Thursday
402,4,Goregaon East,10,2023-07-06,13:00,Thursday
403,4,Goregaon East,10,2023-07-06,14:00,Thursday
404,4,Goregaon East,10,2023-07-06,15:00,Thursday
405,4,Goregaon East,10,2023-07-06,16:00,Thursday
406,4,Goregaon East,10,2023-07-06,17:00,Thursday
407,4,Goregaon East,10,2023-07-06,18:00,Thursday
408,4,Goregaon East,10,2023-07-06,19:00,Thursday
409,5,Andheri West,3,2023-07-06,8:00,Thursday
410,5,Andheri West,4,2023-07-06,9:00,Thursday
411,5,Andheri West,6,2023-07-06,10:00,Thursday
412,5,Andheri West,7,2023-07-06,11:00,Thursday
413,5,Andheri West,8,2023-07-06,12:00,Thursday
414,5,Andheri West,8,2023-07-06,13:00,Thursday
415,5,Andheri West,7,2023-07-06,14:00,Thursday
416,5,Andheri West,7,2023-07-06,15:00,Thursday
417,5,Andheri West,7,2023-07-06,16:00,Thursday
418,5,Andheri West,7,2023-07-06,17:00,Thursday
419,5,Andheri West,9,2023-07-06,18:00,Thursday
420,5,Andheri West,8,2023-07-06,19:00,Thursday
421,6,Pathanwadi,5,2023-07-06,8:00,Thursday
422,6,Pathanwadi,7,2023-07-06,9:00,Thursday
423,6,Pathanwadi,9,2023-07-06,10:00,Thursday
424,6,Pathanwadi,9,2023-07-06,11:00,Thursday
425,6,Pathanwadi,8,2023-07-06,12:00,Thursday
426,6,Pathanwadi,7,2023-07-06,13:00,Thursday
427,6,Pathanwadi,7,2023-07-06,14:00,Thursday
428,6,Pathanwadi,7,2023-07-06,15:00,Thursday
429,6,Pathanwadi,9,2023-07-06,16:00,Thursday
430,6,Pathanwadi,7,2023-07-06,17:00,Thursday
431,6,Pathanwadi,8,2023-07-06,18:00,Thursday
432,6,Pathanwadi,7,2023-07-06,19:00,Thursday
433,1,Thane,4,2023-07-07,8:00,Friday
434,1,Thane,7,2023-07-07,9:00,Friday
435,1,Thane,10,2023-07-07,10:00,Friday
436,1,Thane,10,2023-07-07,11:00,Friday
437,1,Thane,9,2023-07-07,12:00,Friday
438,1,Thane,8,2023-07-07,13:00,Friday
439,1,Thane,8,2023-07-07,14:00,Friday
440,1,Thane,7,2023-07-07,15:00,Friday
441,1,Thane,9,2023-07-07,16:00,Friday
442,1,Thane,8,2023-07-07,17:00,Friday
443,1,Thane,7,2023-07-07,18:00,Friday
444,1,Thane,7,2023-07-07,19:00,Friday
445,2,Malad East,2,2023-07-07,8:00,Friday
446,2,Malad East,4,2023-07-07,9:00,Friday
447,2,Malad East,7,2023-07-07,10:00,Friday
448,2,Malad East,7,2023-07-07,11:00,Friday
449,2,Malad East,9,2023-07-07,12:00,Friday
450,2,Malad East,8,2023-07-07,13:00,Friday
451,2,Malad East,7,2023-07-07,14:00,Friday
452,2,Malad East,8,2023-07-07,15:00,Friday
453,2,Malad East,8,2023-07-07,16:00,Friday
454,2,Malad East,9,2023-07-07,17:00,Friday
455,2,Malad East,7,2023-07-07,18:00,Friday
456,2,Malad East,9,2023-07-07,19:00,Friday
457,3,Kandivali,4,2023-07-07,8:00,Friday
458,3,Kandivali,5,2023-07-07,9:00,Friday
459,3,Kandivali,6,2023-07-07,10:00,Friday
460,3,Kandivali,7,2023-07-07,11:00,Friday
461,3,Kandivali,8,2023-07-07,12:00,Friday
462,3,Kandivali,8,2023-07-07,13:00,Friday
463,3,Kandivali,8,2023-07-07,14:00,Friday
464,3,Kandivali,7,2023-07-07,15:00,Friday
465,3,Kandivali,8,2023-07-07,16:00,Friday
466,3,Kandivali,9,2023-07-07,17:00,Friday
467,3,Kandivali,9,2023-07-07,18:00,Friday
468,3,Kandivali,9,2023-07-07,19:00,Friday
469,4,Goregaon East,3,2023-07-07,8:00,Friday
470,4,Goregaon East,5,2023-07-07,9:00,Friday
471,4,Goregaon East,7,2023-07-07,10:00,Friday
472,4,Goregaon East,7,2023-07-07,11:00,Friday
473,4,Goregaon East,9,2023-07-07,12:00,Friday
474,4,Goregaon East,8,2023-07-07,13:00,Friday
475,4,Goregaon East,7,2023-07-07,14:00,Friday
476,4,Goregaon East,9,2023-07-07,15:00,Friday
477,4,Goregaon East,8,2023-07-07,16:00,Friday
478,4,Goregaon East,9,2023-07-07,17:00,Friday
479,4,Goregaon East,7,2023-07-07,18:00,Friday
480,4,Goregaon East,9,2023-07-07,19:00,Friday
481,5,Andheri West,3,2023-07-07,8:00,Friday
482,5,Andheri West,5,2023-07-07,9:00,Friday
483,5,Andheri West,6,2023-07-07,10:00,Friday
484,5,Andheri West,7,2023-07-07,11:00,Friday
485,5,Andheri West,10,2023-07-07,12:00,Friday
486,5,Andheri West,10,2023-07-07,13:00,Friday
487,5,Andheri West,10,2023-07-07,14:00,Friday
488,5,Andheri West,10,2023-07-07,15:00,Friday
489,5,Andheri West,10,2023-07-07,16:00,Friday
490,5,Andheri West,10,2023-07-07,17:00,Friday
491,5,Andheri West,10,2023-07-07,18:00,Friday
492,5,Andheri West,10,2023-07-07,19:00,Friday
493,6,Pathanwadi,3,2023-07-07,8:00,Friday
494,6,Pathanwadi,5,2023-07-07,9:00,Friday
495,6,Pathanwadi,5,2023-07-07,10:00,Friday
496,6,Pathanwadi,4,2023-07-07,11:00,Friday
497,6,Pathanwadi,5,2023-07-07,12:00,Friday
